Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Three or More Confirmed COVID-19 Cases This Week or Initial Confirmed COVID-19 Case this Week,County,Geolocation,Initial Confirmed COVID-19 Case This Week,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel,Reason for Not Testing Residents - Uncertainty About Reimbursement,Reason for Not Testing Residents - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel - Lack of Access to Trained Personnel,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel
10/04/2020,075402,MANSFIELD CENTER FOR NURSING AND REHABILITATION,100 WARREN CIRCLE,MANSFIELD,CT,06268,Y,Y,0,0,0,2,0,0,1,6,0,0,98,71,,,,,1,1,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,28.2,0,0,N,Tolland,POINT (-72.253088 41.791899),N,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,Y,N,N,N
08/02/2020,075349,COOK WILLOW CONVALESCENT HOSPI,81 HILLSIDE AVENUE,PLYMOUTH,CT,06782,Y,Y,0,1,0,0,0,0,1,6,0,0,60,58,Y,N,Y,N,0,0,0,0,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,Litchfield,POINT (-73.059106 41.667181),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2020,075345,APPLE REHAB COCCOMO,33 CONE AVE,MERIDEN,CT,06450,Y,Y,0,7,0,48,0,5,1,24,0,9,100,84,Y,Y,Y,N,0,14,0,8,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,571.4,107.1,18.8,N,New Haven,POINT (-72.752952 41.524968),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2020,075061,CASSENA CARE AT STAMFORD,53 COURTLAND AVENUE,STAMFORD,CT,06902,Y,Y,0,58,0,71,0,92,0,38,0,29,156,114,,,,,0,33,0,25,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,622.8,254.4,40.8,N,Fairfield,POINT (-73.514114 41.060582),N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N
05/24/2020,075257,RIVERSIDE HEALTH & REHABILITAT,745 MAIN ST,EAST HARTFORD,CT,06108,Y,N,74,74,121,121,160,160,71,71,63,63,345,238,Y,Y,Y,N,59,59,33,33,2,2,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,508.4,264.7,52.1,,Hartford,POINT (-72.64546 41.766505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2020,075423,DAVIS PLACE,111 WESTCOTT RD,DANIELSON,CT,06239,Y,Y,0,0,0,0,0,5,2,13,0,0,190,150,,,,,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,Windham,POINT (-71.873842 41.809353),N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,Y,N
06/21/2020,075438,"ORCHARD GROVE SPECIALTY CARE CENTER, LLC",5 RICHARD BROWN DRIVE,UNCASVILLE,CT,06382,Y,Y,0,1,0,0,0,0,5,14,0,0,130,96,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,New London,POINT (-72.112266 41.49273),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/23/2020,075353,JEWISH SENIOR SERVICES,4200 PARK AVENUE,BRIDGEPORT,CT,06604,Y,Y,0,6,0,87,0,3,1,38,0,22,294,245,,,,,0,69,0,30,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,355.1,89.8,25.3,N,Fairfield,POINT (-73.23149 41.212038),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N
06/21/2020,075312,WADSWORTH GLEN HEALTH CARE CEN,30 BOSTON RD,MIDDLETOWN,CT,06457,Y,Y,3,3,0,0,0,0,0,0,0,0,102,94,Y,N,Y,N,1,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,Middlesex,POINT (-72.676519 41.554164),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/2020,075410,AARON MANOR NURSING & REHABILITATION,3 SOUTH WIG HILL RD,CHESTER,CT,06412,Y,Y,1,5,0,37,0,0,1,12,1,12,60,34,Y,Y,N,N,1,16,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,1088.2,352.9,32.4,N,Middlesex,POINT (-72.474826 41.400691),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2020,075231,APPLE REHAB COLCHESTER,36 BROADWAY STREET,COLCHESTER,CT,06415,Y,Y,0,0,0,0,0,0,0,1,0,0,60,51,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,New London,POINT (-72.33298500000001 41.576683),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2020,075434,ORANGE HEALTH CARE CENTER,225 BOSTON POST RD,ORANGE,CT,06477,Y,Y,0,5,0,0,0,0,1,7,0,2,60,51,,,,,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,39.2,,N,New Haven,POINT (-72.998279 41.269422),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N
07/05/2020,075442,60 WEST,60 WEST STREET,ROCKY HILL,CT,06067,Y,Y,0,8,0,91,0,0,0,8,0,13,95,82,Y,Y,Y,N,0,31,0,25,0,1,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,1109.8,158.5,14.3,N,Hartford,POINT (-72.643245 41.65413000000001),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2020,075443,JOHN L. LEVITOW HEALTH CARE CENTER,287 WEST ST,ROCKY HILL,CT,06067,Y,Y,0,1,0,5,0,0,1,10,0,2,125,83,Y,Y,Y,Y,0,4,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,60.2,24.1,40,N,Hartford,POINT (-72.650091 41.653404),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2020,075414,HANCOCK HALL,31 STAPLES ST,DANBURY,CT,06810,Y,Y,0,0,0,0,0,0,0,0,0,1,96,72,Y,Y,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,13.9,,N,Fairfield,POINT (-73.47369 41.39683),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2020,075393,BEL AIR MANOR,256 NEW BRITAIN AVENUE,NEWINGTON,CT,06111,Y,Y,0,0,0,2,0,8,0,9,0,2,71,55,Y,Y,Y,N,0,1,0,6,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,36.4,36.4,100,N,Hartford,POINT (-72.73245 41.674685),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2020,075383,SEABURY,200 SEABURY DRIVE,BLOOMFIELD,CT,06002,Y,Y,0,10,0,14,0,2,0,8,0,4,72,48,Y,Y,Y,N,0,4,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,291.7,83.3,28.6,N,Hartford,POINT (-72.706488 41.833335),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/16/2020,075296,BRANFORD HILLS HEALTHCARE CTR,189 ALPS RD,BRANFORD,CT,06405,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Haven,POINT (-72.846696 41.264185),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/28/2020,075159,CASSENA CARE AT NORWALK,23 PROSPECT AVENUE,NORWALK,CT,06850,Y,Y,0,33,0,71,0,65,0,37,0,29,150,113,Y,N,Y,N,1,31,0,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,628.3,256.6,40.8,N,Fairfield,POINT (-73.422102 41.114044),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2020,075425,VANDERMAN PLACE,595 VALLEY STREET,WILLIMANTIC,CT,06226,Y,Y,0,0,0,0,0,1,0,4,0,0,114,84,Y,N,Y,N,0,0,0,0,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,Windham,POINT (-72.229126 41.716836),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2020,075368,"GARDNER HEIGHTS HEALTH CARE CENTER, INC",172 ROCKY REST ROAD,SHELTON,CT,06484,Y,Y,0,2,0,6,0,19,0,4,0,2,130,80,Y,N,Y,N,0,7,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,75,25,33.3,N,Fairfield,POINT (-73.095187 41.286437),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/2020,075350,SHERIDEN WOODS,321 STONECREST DRIVE,BRISTOL,CT,06010,Y,Y,3,20,5,10,0,11,0,1,0,1,146,102,Y,N,Y,N,0,5,0,10,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,98,9.8,10,Y,Hartford,POINT (-72.92134 41.681398),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/28/2020,075440,"SPRINGS AT WATERMARK 3030 PARK, THE",3030 PARK AVENUE,BRIDGEPORT,CT,06604,Y,Y,0,0,0,2,0,0,0,1,0,1,23,9,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,222.2,111.1,50,N,Fairfield,POINT (-73.219717 41.198599),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/16/2020,075367,MEADOWBROOK OF GRANBY,350 SALMON BROOK STREET,GRANBY,CT,06035,Y,Y,0,6,0,0,0,0,1,16,0,0,90,79,,,,,0,0,0,0,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,Hartford,POINT (-72.790996 41.964404),N,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N
06/21/2020,075031,GLEN HILL CENTER,1 GLEN HILL RD,DANBURY,CT,06811,Y,Y,0,2,0,35,0,3,0,16,0,8,100,63,Y,Y,Y,N,0,12,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,555.6,127,22.9,N,Fairfield,POINT (-73.449309 41.414466),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2020,075343,JEROME HOME,975 CORBIN AVENUE,NEW BRITAIN,CT,06052,Y,Y,0,0,0,18,0,2,1,3,0,0,94,76,Y,N,Y,N,0,2,1,12,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,236.8,0,0,N,Hartford,POINT (-72.80429 41.662211),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2020,075219,REGALCARE AT WATERBURY,177 WHITEWOOD ROAD,WATERBURY,CT,06708,Y,Y,0,4,0,56,0,21,0,27,0,13,120,93,Y,Y,Y,N,0,22,0,1,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,602.2,139.8,23.2,N,New Haven,POINT (-73.081309 41.576911),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/13/2020,075274,WESTERN REHABILITATION CARE CENTER,107 OSBORNE STREET,DANBURY,CT,06810,Y,Y,0,3,0,3,0,0,0,2,0,1,120,77,,,,,0,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,39,13,33.3,N,Fairfield,POINT (-73.442173 41.403689),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,Y,N
08/23/2020,075413,NORTHBRIDGE HEALTH CARE CENTER,2875 MAIN STREET,BRIDGEPORT,CT,06606,Y,Y,4,86,1,1,0,1,0,1,0,0,145,68,,,,,0,3,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,14.7,0,0,N,Fairfield,POINT (-73.203493 41.201508),Y,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N
07/19/2020,075192,MERIDEN CENTER,845 PADDOCK AVE,MERIDEN,CT,06450,Y,Y,0,3,0,17,0,14,0,11,0,0,130,94,Y,Y,Y,N,0,1,0,3,0,0,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,180.9,0,0,N,New Haven,POINT (-72.777296 41.50681),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2020,075340,"WATERTOWN CONVALARIUM, INC",560 WOODBURY ROAD,WATERTOWN,CT,06795,Y,Y,0,0,0,0,0,0,0,0,0,0,46,35,Y,N,Y,N,0,1,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,Litchfield,POINT (-73.138173 41.60198),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/09/2020,075328,WATROUS NURSING CENTER,9 NECK ROAD,MADISON,CT,06443,Y,Y,0,0,0,1,0,1,0,0,0,0,45,32,Y,N,Y,N,0,1,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,31.3,0,0,N,New Haven,POINT (-72.62663300000001 41.277675),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/26/2020,075347,"SUFFIELD HOUSE, THE",1 CANAL RD,SUFFIELD,CT,06078,Y,Y,0,29,0,81,0,6,2,27,0,14,128,102,Y,N,Y,N,0,40,0,11,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,794.1,137.3,17.3,N,Hartford,POINT (-72.612137 41.985928),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/23/2020,075359,FRESH RIVER HEALTHCARE,96 PROSPECT HILL RD,EAST WINDSOR,CT,06088,Y,Y,0,7,0,92,0,1,0,25,0,20,140,101,,,,,1,24,0,13,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,,,,,910.9,198,21.7,N,Hartford,POINT (-72.606229 41.925372),N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N
07/26/2020,075144,APPLE REHAB GUILFORD,10 BOSTON POST RD,GUILFORD,CT,06437,Y,Y,0,4,0,23,0,10,1,19,0,7,90,69,Y,Y,Y,N,0,11,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,333.3,101.4,30.4,N,New Haven,POINT (-72.64783 41.285595),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2020,075359,FRESH RIVER HEALTHCARE,96 PROSPECT HILL RD,EAST WINDSOR,CT,06088,Y,Y,0,7,0,92,0,1,1,26,0,20,140,100,,,,,0,24,0,13,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,,,,,920,200,21.7,N,Hartford,POINT (-72.606229 41.925372),N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N
07/26/2020,075314,TOUCHPOINTS AT MANCHESTER,333 BIDWELL ST BOX 1296,MANCHESTER,CT,06040,Y,Y,0,33,0,63,0,0,0,24,0,23,131,103,Y,Y,Y,N,0,13,0,24,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,611.7,223.3,36.5,N,Hartford,POINT (-72.545849 41.759594),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/2020,075395,LAUREL RIDGE HEALTH CARE CENTE,642 DANBURY ROAD,RIDGEFIELD,CT,06877,Y,Y,3,3,9,9,5,5,10,10,6,6,126,111,Y,N,Y,N,5,5,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,81.1,54.1,66.7,,Fairfield,POINT (-73.474874 41.32427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/13/2020,075412,LORD CHAMBERLAIN MANOR,7003 MAIN STREET,STRATFORD,CT,06614,Y,Y,1,31,0,16,0,24,0,11,0,5,60,26,,,,,0,15,0,18,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,615.4,192.3,31.3,N,Fairfield,POINT (-73.100682 41.251009),N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
06/21/2020,075379,SHARON HEALTH CARE CENTER,27 HOSPITAL HILL ROAD,SHARON,CT,06069,Y,Y,0,10,0,0,0,0,0,4,0,4,88,30,Y,Y,Y,N,0,3,1,5,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,133.3,,N,Litchfield,POINT (-73.480208 41.879551),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/16/2020,075017,MONTOWESE HEALTH & REHABILITATION CENTER,163 QUINNIPIAC AVENUE,NORTH HAVEN,CT,06473,Y,Y,0,55,0,36,2,16,0,26,0,21,120,86,,,,,0,10,0,3,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,418.6,244.2,58.3,N,New Haven,POINT (-72.863569 41.346922),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N
08/09/2020,075236,NOBLE HORIZONS,17 COBBLE RD,SALISBURY,CT,06068,Y,Y,0,0,0,0,0,0,1,6,0,0,91,71,Y,Y,Y,Y,0,4,0,17,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,Litchfield,POINT (-73.42822 41.988049),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/16/2020,075216,MCLEAN HEALTH CENTER,75 GREAT POND RD,SIMSBURY,CT,06070,Y,Y,0,5,0,2,0,6,0,11,0,1,89,68,,,,,0,2,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,29.4,14.7,50,N,Hartford,POINT (-72.824809 41.885251),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
09/20/2020,075202,GEER NURSING AND REHABILITATION,99 SOUTH CANAAN RD,CANAAN,CT,06018,Y,Y,0,0,0,1,0,0,0,3,0,0,120,90,,,,,0,0,0,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,11.1,0,0,N,Litchfield,POINT (-73.33247100000001 42.016475),N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,N,N,N,N,N,N
09/06/2020,075324,BAYVIEW HEALTH CARE,301 ROPE FERRY RD,WATERFORD,CT,06385,Y,N,0,6,0,7,0,0,1,10,0,1,127,109,,,,,0,3,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,64.2,9.2,14.3,N,New London,POINT (-72.165413 41.327443),N,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N,Y,N,N,N,N,N,N,<1 DAY,N,N,N,N,N,N
06/21/2020,075441,"SPRINGS AT WATERMARK EAST HILL, THE",611 EAST HILL ROAD,SOUTHBURY,CT,06488,Y,Y,0,2,0,0,1,1,0,0,0,0,35,19,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,New Haven,POINT (-73.241049 41.485015),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2020,075078,WESTVIEW NURSING CARE & REHAB,150 WARE RD,DAYVILLE,CT,06241,Y,Y,0,0,0,0,0,0,0,5,0,0,103,96,Y,Y,Y,N,0,0,0,6,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,Windham,POINT (-71.872542 41.880358),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/28/2020,075270,GROTON REGENCY CENTER,1145 POQUONNOCK RD,GROTON,CT,06340,Y,Y,0,0,0,7,3,9,2,9,0,0,162,111,Y,Y,Y,N,0,4,0,1,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,63.1,0,0,N,New London,POINT (-72.043241 41.346698),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2020,075316,GLASTONBURY HEALTH CARE CENTER,1175 HEBRON AVE,GLASTONBURY,CT,06033,Y,Y,0,10,0,6,0,2,1,21,0,7,105,76,,,,,0,5,0,2,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,78.9,92.1,116.7,N,Hartford,POINT (-72.565754 41.71823),N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
10/18/2020,075078,WESTVIEW NURSING CARE & REHAB,150 WARE RD,DAYVILLE,CT,06241,Y,Y,0,0,0,0,0,19,2,15,0,0,103,94,,,,,0,2,3,26,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0,0,,N,Windham,POINT (-71.872542 41.880358),N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,Y,N
08/23/2020,075263,AUTUMN LAKE HEALTHCARE AT CROMWELL,385 MAIN STREET,CROMWELL,CT,06416,Y,Y,0,4,0,7,0,1,0,16,0,8,175,116,,,,,0,9,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,60.3,69,114.3,N,Middlesex,POINT (-72.646205 41.600635),N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
11/01/2020,075195,PARKWAY PAVILION HEALTH AND REHABILITATION CENTER,1157 ENFIELD STREET,ENFIELD,CT,06082,Y,Y,0,5,0,102,0,6,0,35,0,19,130,114,,,,,0,28,0,12,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,894.7,166.7,18.6,N,Hartford,POINT (-72.593179 41.986582),N,Y,N,N,N,N,N,N,N/A,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N
06/14/2020,075089,APPLE REHAB MIDDLETOWN,600 HIGHLAND AVE,MIDDLETOWN,CT,06457,Y,Y,0,1,1,18,0,0,1,2,0,0,70,39,Y,N,Y,N,0,0,0,0,0,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,461.5,0,0,N,Middlesex,POINT (-72.654814 41.532381),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
